Scene Number,Scene Name,Split,Instruction Type,Instruction,Annotator,Source Row
130,scene-0130,trainval,d,Wait for the individuals to cross the street and then proceed forward.,Annotator 5,141
130,scene-0130,trainval,d,Wait for the pedestrians to pass before going straight,Annotator 2,111
130,scene-0130,trainval,d,"stop for pedestrians, once clear continue straight",Annotator 4,105
130,scene-0130,trainval,d,wait for pedestrians to cross the crosswalk and continue straight,Annotator 1,69
130,scene-0130,trainval,d,"wait for the pedestrians to cross, then continue to go straight.",Annotator 3,25
131,scene-0131,trainval,d,Make a left turn once the vehicle from the left passes by.,Annotator 5,142
131,scene-0131,trainval,d,Wait for the white car to pass before turning left and merging onto the lane,Annotator 2,112
131,scene-0131,trainval,d,"stop for on coming traffic, once clear turn left.",Annotator 4,106
131,scene-0131,trainval,d,turn left when no vehicle is approaching,Annotator 1,70
131,scene-0131,trainval,d,"wait for the car to pass, then turn left",Annotator 3,26
132,scene-0132,trainval,ds,Take the left turn that is right after the speed bump and stay on the left side to allow the oncoming car to pass.,Annotator 5,143
132,scene-0132,trainval,s,Slow down before take a left turn,Annotator 2,113
132,scene-0132,trainval,s,"stop at the intersection, turn left",Annotator 3,27
132,scene-0132,trainval,s,turn left after the speedbump,Annotator 1,71
132,scene-0132,trainval,unknown,turn left,Annotator 4,107
133,scene-0133,trainval,s,"Go to the right side of the road to avoid hitting the bus on the left side of the road, and then switch back to the left once passed.",Annotator 5,144
133,scene-0133,trainval,s,Slide back into the right lane to avoid colliding with the car in front,Annotator 3,29
133,scene-0133,trainval,s,Take a slight right to avoid the bus and then move back to the left lane.,Annotator 2,114
133,scene-0133,trainval,s,drive around the parked bus,Annotator 1,72
133,scene-0133,trainval,s,go around vehicle,Annotator 4,108
133,scene-0133,trainval,s,"slide into the right lane to avoid colliding with the bus,",Annotator 3,28
134,scene-0134,trainval,d,"stop for incoming traffic, once clear turn left.",Annotator 4,109
134,scene-0134,trainval,s,Stop at the intersection stopsign. Then turn left,Annotator 5,145
134,scene-0134,trainval,s,"stop at the intersection, then turn right",Annotator 3,30
134,scene-0134,trainval,sd,Wait for the white car to pass before turning left and merging onto the leftmost lane,Annotator 2,115
134,scene-0134,trainval,unknown,turn left here,Annotator 1,73
135,scene-0135,trainval,unknown,go straight,Annotator 3,31
138,scene-0138,trainval,s,"stop at the crosswalk, then continue",Annotator 3,32
139,scene-0139,trainval,s,drive around pedestrians on the side of the road and merge into the left only lane at the intersection,Annotator 1,76
139,scene-0139,trainval,unknown,conintue on the road,Annotator 3,33
149,scene-0149,trainval,s,Take a left turn and then continue down the road,Annotator 2,119
149,scene-0149,trainval,unknown,Turn left and continue.,Annotator 5,150
149,scene-0149,trainval,unknown,turn left,Annotator 4,113
149,scene-0149,trainval,unknown,turn left continue straight,Annotator 1,77
149,scene-0149,trainval,unknown,turn right and continue on the road,Annotator 3,34
150,scene-0150,trainval,unknown,go straight,Annotator 3,35
151,scene-0151,trainval,d,follow the gray car ahead and turn right,Annotator 1,79
151,scene-0151,trainval,s,"Before reaching the vehicle in front, switch to the right lane.",Annotator 5,154
151,scene-0151,trainval,s,Make a right turn and enter the first lane,Annotator 5,152
151,scene-0151,trainval,s,Take right turn and continue down the road,Annotator 2,121
151,scene-0151,trainval,s,turn right at the intersection and stay in the right lane,Annotator 3,36
151,scene-0151,trainval,unknown,turn right,Annotator 4,115
152,scene-0152,trainval,s,Move to the right lane to avoid the bus,Annotator 2,122
152,scene-0152,trainval,s,continue straight change lanes to avoid parked buses,Annotator 1,80
152,scene-0152,trainval,s,slide into the right lane in order to avoid hitting parked busses,Annotator 3,37
152,scene-0152,trainval,unknown,switch to the right lane,Annotator 4,116
154,scene-0154,trainval,d,"complete the turn then slow down for the parkinmg car, continue slowly. Slide slightly to the left to avoid hitting the approaching car",Annotator 3,38
154,scene-0154,trainval,d,follow the road move away from approaching vehicle in the same lane,Annotator 1,81
154,scene-0154,trainval,d,"turn left, slow down for incoming traffic",Annotator 4,117
154,scene-0154,trainval,sd,Take a left turn and merge onto the street. Shift slightly to the right to avoid the yellow car,Annotator 2,123
154,scene-0154,trainval,unknown,Finish the left turn,Annotator 5,156
154,scene-0154,trainval,unknown,Squeeze to the leftmost side of the road to allow the vehicle in front to squeeze through the middle.,Annotator 5,157
155,scene-0155,trainval,d,"turn left, turn left and come to a stop for incoming pedestrians",Annotator 4,118
155,scene-0155,trainval,ds,"Make a left turn, but stop at the cross walk when the individual crosses, then proceed after.",Annotator 5,158
155,scene-0155,trainval,s,"after turing into the left lane continue along the road, then turn left in the turning lane, but first stop at the crossing and let the pedestrian cross",Annotator 3,39
155,scene-0155,trainval,sd,Take a left turn and then take another left turn on the next left.,Annotator 2,124
155,scene-0155,trainval,unknown,"turn left here, continue and turn into the left turn lane",Annotator 1,82
157,scene-0157,trainval,d,"After the motorcycle drives by from the left side, make a right turn.",Annotator 5,159
157,scene-0157,trainval,d,turn right when no vehicle is approaching,Annotator 1,83
157,scene-0157,trainval,d,"wait until traffic is clear, turn right",Annotator 4,119
157,scene-0157,trainval,s,Wait for the motorcycle to pass before taking a right turn,Annotator 2,125
157,scene-0157,trainval,s,"wait at the intersection, then turn right and continue in the left lane.",Annotator 3,40
158,scene-0158,trainval,d,Follow the vehicle ahead,Annotator 5,161
158,scene-0158,trainval,d,"Once the path is clear, go straight.",Annotator 5,160
158,scene-0158,trainval,d,Wait for the worker to remove the cone before continuing straight and then follow the truck in front,Annotator 2,126
158,scene-0158,trainval,d,"wait for pedestrians, once clear continue straight",Annotator 4,120
158,scene-0158,trainval,d,"wait for the construction worker to remove the traffic cone and then waive the flag, once given the signal to move, proceed slowly.",Annotator 3,41
158,scene-0158,trainval,sd,wait until worker moves away obstructing cone and follow the bus ahead,Annotator 1,84
159,scene-0159,trainval,d,"Once all individuals cross the crosswalk, proceed forward.",Annotator 5,162
159,scene-0159,trainval,d,Wait for the workers to pass before continue down the street and then merging onto the lane,Annotator 2,127
159,scene-0159,trainval,d,wait for all pedestrians to cross the road then continue,Annotator 1,85
159,scene-0159,trainval,d,"wait for pedestrians, once clear continue straight.",Annotator 4,121
159,scene-0159,trainval,d,"wait for the pedestrians to cross, then slowly merge into left lanne of the main street",Annotator 3,42
160,scene-0160,trainval,d,"In order to merge into  the road, beign entering the street and then check on coming traffic once it is clear, merge into the street.",Annotator 3,43
160,scene-0160,trainval,d,Wait for the blue car to pass before moving to the right lane,Annotator 2,128
160,scene-0160,trainval,d,"wait for incoming traffic, once clear continue straight",Annotator 4,122
160,scene-0160,trainval,ds,"Once all vehicles on the right lane pass by, cross the double-lined road to the right side.",Annotator 5,163
160,scene-0160,trainval,sd,drive around parked traffic in the left lane however only change lanes when there are no vehicles approaching from the other side of the road,Annotator 1,86
161,scene-0161,trainval,d,"Once the dark-colored vehicle has passed you, proceed forward.",Annotator 5,164
161,scene-0161,trainval,d,Wait for the black car to pass before going down the road,Annotator 2,129
161,scene-0161,trainval,d,"wait for the Jeep to pass, then slowly move forward",Annotator 3,44
161,scene-0161,trainval,d,wait until there is no incoming vehicle from the left side,Annotator 1,87
162,scene-0162,trainval,d,Make a right turn if no cars are coming from the left side.,Annotator 5,166
162,scene-0162,trainval,d,"turn left, wait for incoming traffic once clear turn right.",Annotator 4,123
162,scene-0162,trainval,d,"turn right, then turn right agai to merge into the street.",Annotator 3,45
162,scene-0162,trainval,s,Make a left turn and stop right before the intersection.,Annotator 5,165
162,scene-0162,trainval,s,Turn left and then turn right,Annotator 2,130
162,scene-0162,trainval,sd,exit the parking lot and turn right,Annotator 1,88
163,scene-0163,trainval,unknown,go straight,Annotator 3,46
163,scene-0163,trainval,unknown,turn right at the intersection continue straight,Annotator 1,89
164,scene-0164,trainval,s,Make the first right turn.,Annotator 5,168
164,scene-0164,trainval,s,Take right turn and then go straight,Annotator 2,132
164,scene-0164,trainval,s,turn right and continue on the road,Annotator 3,47
164,scene-0164,trainval,unknown,turn right.,Annotator 4,125
165,scene-0165,trainval,s,slow down in the construction zone then continue moving straight along the road,Annotator 3,48
166,scene-0166,trainval,s,keep going straight and begin slowing down as we approach the stop sign.,Annotator 3,49
167,scene-0167,trainval,unknown,continue following the road,Annotator 3,50
168,scene-0168,trainval,unknown,continue going along the road.,Annotator 3,51
170,scene-0170,trainval,s,Stop right next to the truck.,Annotator 5,176
170,scene-0170,trainval,s,Take left turn and then merge onto the lane and stop right before the yellow truck,Annotator 2,137
170,scene-0170,trainval,s,turn left and avoid vehicile,Annotator 4,130
170,scene-0170,trainval,s,turn left and stop by the yellow semi truck,Annotator 1,95
170,scene-0170,trainval,s,"turn left at the intersection, then stop near the parked Semi-truck",Annotator 3,52
170,scene-0170,trainval,unknown,Make a left turn,Annotator 5,175
171,scene-0171,trainval,s,Continue down the road and move a little bit to the left to avoid the parked trucks,Annotator 2,138
171,scene-0171,trainval,s,Go left when the left lane opens up.,Annotator 5,177
171,scene-0171,trainval,s,"continue on road, avoid hitting parked vehicles",Annotator 3,53
171,scene-0171,trainval,unknown,continue straight,Annotator 1,96
172,scene-0172,trainval,s,"Stop right before the blue bus, then after a brief moment continue driving.",Annotator 5,178
172,scene-0172,trainval,s,Stop right before the bus and then turn at the incoming left,Annotator 2,139
172,scene-0172,trainval,s,Take a left,Annotator 5,179
172,scene-0172,trainval,s,drive around the blue parked bus and turn left at the end of the road,Annotator 1,97
172,scene-0172,trainval,s,"go around vehicle , turn left",Annotator 4,132
172,scene-0172,trainval,s,"slow down ans stop for the stopped bus, once its safe to go, continue going straight and then make a left turn.",Annotator 3,54
173,scene-0173,trainval,ds,Stop briefly right before the intersection and turn left when there are no cars coming from either side.,Annotator 5,180
173,scene-0173,trainval,s,Turn left at the dead end,Annotator 2,140
173,scene-0173,trainval,s,keep going straight and slow down as you enter the intersection.,Annotator 3,55
173,scene-0173,trainval,s,turn left at the stop sign,Annotator 1,98
174,scene-0174,trainval,s,Turn left and then continue going straight,Annotator 2,141
